,QC,Voltage,pH,Temp
2021-10-19 17:47:38.700,1,17.98,2.09,41.02
2021-10-19 17:47:43.800,1,16.39,1.92,42.94
2021-10-19 17:47:48.800,1,16.47,1.94,41.99
2021-10-19 17:47:53.800,1,17.67,2.11,41.19
2021-10-19 17:47:58.800,1,15.88,2.12,44.56
2021-10-19 17:48:03.800,1,15.91,2.49,42.07
2021-10-19 17:48:08.800,1,19.17,2.16,40.03
2021-10-19 17:48:13.800,1,19.22,2.11,44.48
2021-10-19 17:48:18.800,1,16.27,2.07,44.11
2021-10-19 17:48:23.800,1,17.83,2.04,41.71
2021-10-19 17:48:28.800,1,19.61,1.82,42.43
2021-10-19 17:48:33.800,1,15.04,2.25,42.51
2021-10-19 17:48:38.800,1,16.84,2.11,42.18
2021-10-19 17:48:43.800,1,16.69,1.86,41.44
2021-10-19 17:48:48.800,1,18.09,1.91,41.94
2021-10-19 17:48:53.800,1,16.0,2.09,42.84
2021-10-19 17:48:58.800,1,19.74,1.98,42.03
2021-10-19 17:49:03.800,1,16.87,2.08,41.7
2021-10-19 17:49:08.800,1,18.2,1.89,41.19
2021-10-19 17:49:13.800,1,16.01,1.85,42.84
2021-10-19 17:49:18.800,1,17.61,1.98,41.23
2021-10-19 17:49:23.800,1,16.14,2.14,41.45
2021-10-19 17:49:28.800,1,15.66,2.14,41.15
2021-10-19 17:49:33.900,1,17.29,1.83,44.1
2021-10-19 17:49:38.900,1,18.3,1.87,42.07
2021-10-19 17:49:43.900,1,18.28,1.98,41.56
2021-10-19 17:49:48.900,1,17.94,2.19,42.5
2021-10-19 17:49:53.900,1,19.86,1.82,42.82
2021-10-19 17:49:58.900,1,19.27,2.17,43.99
2021-10-19 17:50:03.900,1,16.43,2.19,43.83
2021-10-19 17:50:08.900,1,17.78,2.15,43.33
2021-10-19 17:50:13.900,1,19.89,2.02,43.72
2021-10-19 17:50:18.900,1,19.84,1.9,44.61
2021-10-19 17:50:23.900,1,17.05,1.93,41.12
2021-10-19 17:50:28.900,1,18.55,1.98,44.46
2021-10-19 17:50:33.900,1,17.14,2.09,40.6
2021-10-19 17:50:38.900,1,16.18,1.86,40.96
2021-10-19 17:50:43.900,1,18.82,2.13,42.74
2021-10-19 17:50:48.900,1,18.62,2.16,42.84
2021-10-19 17:50:53.900,1,15.89,2.49,41.69
2021-10-19 17:50:58.900,1,16.08,1.99,44.63
2021-10-19 17:51:03.900,1,16.2,1.91,44.55
2021-10-19 17:51:09.000,1,17.87,2.1,42.8
2021-10-19 17:51:14.000,1,16.71,2.03,41.65
2021-10-19 17:51:19.000,1,17.09,2.02,41.44
2021-10-19 17:51:24.000,1,17.63,2.13,41.84
2021-10-19 17:51:29.000,1,18.05,2.15,43.12
2021-10-19 17:51:34.000,1,19.39,2.19,44.15
2021-10-19 17:51:39.000,1,19.75,2.01,44.92
2021-10-19 17:51:44.000,1,18.8,1.91,42.1
2021-10-19 17:51:49.000,1,19.26,2.05,44.4
2021-10-19 17:51:54.000,1,15.08,2.19,44.72
2021-10-19 17:51:59.000,1,15.2,1.91,44.4
2021-10-19 17:52:04.000,1,18.27,2.06,41.82
2021-10-19 17:52:09.000,1,19.39,1.97,40.1
2021-10-19 17:52:14.000,1,16.99,2.13,43.94
2021-10-19 17:52:19.000,1,16.97,2.02,41.78
2021-10-19 17:52:24.000,1,16.03,2.04,43.7
2021-10-19 17:52:29.000,1,18.57,1.82,43.13
2021-10-19 17:52:34.000,1,16.6,2.14,44.62
2021-10-19 17:53:01.100,1,15.78,1.86,42.15
2021-10-19 17:53:06.100,1,18.42,1.99,43.11
2021-10-19 17:53:11.100,1,19.83,1.89,42.17
2021-10-19 17:53:16.100,1,16.02,1.95,40.91
2021-10-19 17:53:21.100,1,19.22,2.13,40.37
2021-10-19 17:53:26.100,1,18.38,2.03,42.36
2021-10-19 17:53:31.100,1,16.46,1.97,42.55
2021-10-19 17:53:36.100,1,18.18,2.04,43.97
2021-10-19 17:53:41.100,1,15.03,1.88,42.12
2021-10-19 17:53:46.100,1,18.02,1.86,43.08
2021-10-19 17:53:51.100,1,16.27,2.19,40.07
2021-10-19 17:53:56.100,1,15.33,2.1,40.96
2021-10-19 17:54:01.100,1,19.46,2.13,42.18
2021-10-19 17:54:06.100,1,18.08,2.04,41.59
2021-10-19 17:54:11.100,1,19.88,2.18,42.97
2021-10-19 17:54:16.100,1,19.06,2.15,43.44
2021-10-19 17:54:21.100,1,18.27,1.9,41.73
2021-10-19 17:54:26.100,1,19.65,1.94,40.25
2021-10-19 17:54:31.200,1,17.75,2.07,41.39
2021-10-19 17:54:36.200,1,17.47,2.11,43.57
2021-10-19 17:54:41.200,1,15.04,1.97,42.5
2021-10-19 17:54:46.200,1,16.18,2.16,41.73
2021-10-19 17:54:51.200,1,19.86,1.84,44.32
2021-10-19 17:54:56.200,1,15.18,1.93,44.42
2021-10-19 17:55:01.200,1,15.03,1.92,43.48
2021-10-19 17:55:06.200,1,17.34,1.92,44.41
2021-10-19 17:55:11.200,1,16.68,1.97,41.56
2021-10-19 17:55:16.200,1,17.68,1.9,42.74
2021-10-19 17:55:21.200,1,17.06,1.99,43.91
2021-10-19 17:55:26.200,1,17.91,1.91,44.05
2021-10-19 17:55:31.200,1,17.25,2.12,43.68
2021-10-19 17:55:36.200,1,18.18,1.84,41.14
2021-10-19 17:55:41.200,1,17.08,2.08,41.68
2021-10-19 17:55:46.200,1,17.04,2.16,43.3
2021-10-19 17:55:51.200,1,17.54,1.85,41.85
2021-10-19 17:55:56.200,1,17.76,1.94,42.42
2021-10-19 17:56:01.200,1,17.23,1.89,43.58
2021-10-19 17:56:06.200,1,19.97,2.16,41.02
2021-10-19 17:56:11.200,1,16.25,2.02,43.01
2021-10-19 17:56:16.200,1,15.84,2.13,40.15
2021-10-19 17:56:21.200,1,19.96,1.99,43.0
2021-10-19 17:56:26.200,1,17.48,2.0,44.48
2021-10-19 17:56:31.300,1,19.44,2.08,40.69
2021-10-19 17:56:36.300,1,16.49,2.14,43.31
2021-10-19 17:56:41.300,1,17.18,2.05,44.58
2021-10-19 17:56:46.300,1,17.07,1.94,40.77
2021-10-19 17:56:51.300,1,17.76,1.87,42.06
2021-10-19 17:56:56.300,1,19.93,1.84,42.8
2021-10-19 17:57:01.300,1,16.45,2.09,42.09
2021-10-19 17:57:06.300,1,18.37,2.1,41.04
2021-10-19 17:57:11.300,1,18.89,2.04,40.87
2021-10-19 17:57:16.300,1,17.04,1.98,44.67
2021-10-19 17:57:21.300,1,16.44,1.93,41.65
2021-10-19 17:57:26.300,1,18.48,1.83,44.11
2021-10-19 17:57:31.300,1,17.76,2.04,40.84
2021-10-19 17:57:36.300,1,17.12,2.09,40.92
2021-10-19 17:57:41.300,1,19.93,2.04,42.87
2021-10-19 17:57:46.400,1,19.68,2.13,43.01
2021-10-19 17:57:51.400,1,18.63,2.01,43.24
2021-10-19 17:57:56.400,1,15.7,2.13,43.69
2021-10-19 17:58:01.400,1,18.23,2.01,41.71
2021-10-19 17:58:06.400,1,18.91,1.95,43.19
2021-10-19 17:58:11.400,1,16.67,1.87,44.11
2021-10-19 17:58:16.400,1,18.04,1.81,40.89
2021-10-19 17:58:21.400,1,18.22,1.84,41.63
2021-10-19 17:58:26.400,1,15.81,2.13,44.23
2021-10-19 17:58:31.400,1,17.49,2.19,40.91
2021-10-19 17:58:36.400,1,18.31,1.84,43.31
2021-10-19 17:58:41.400,1,17.68,1.93,44.1
2021-10-19 17:59:08.700,1,16.79,2.19,42.16
2021-10-19 17:59:13.700,1,18.22,2.05,43.73
2021-10-19 17:59:18.700,1,15.6,2.12,40.6
2021-10-19 17:59:23.700,1,19.12,2.08,44.75
2021-10-19 17:59:28.700,1,18.87,2.06,44.31
2021-10-19 17:59:33.700,1,18.95,2.19,44.34
2021-10-19 17:59:38.700,1,19.04,1.91,42.61
2021-10-19 17:59:43.700,1,18.83,1.87,41.54
2021-10-19 17:59:48.700,1,19.52,2.16,42.19
2021-10-19 17:59:53.800,1,16.18,1.81,43.73
2021-10-19 17:59:58.800,1,15.08,2.0,44.86
2021-10-19 18:00:03.800,1,18.96,2.02,40.57
2021-10-19 18:00:08.800,1,17.36,2.13,44.63
2021-10-19 18:00:13.800,1,18.79,2.18,43.02
2021-10-19 18:00:18.800,1,19.59,1.96,41.53
2021-10-19 18:00:23.800,1,15.54,1.97,40.38
2021-10-19 18:00:28.800,1,19.1,1.98,44.14
2021-10-19 18:00:33.800,1,19.23,1.95,40.99
2021-10-19 18:00:38.800,1,19.25,2.07,43.2
2021-10-19 18:00:43.800,1,16.14,1.91,41.18
2021-10-19 18:00:48.800,1,16.94,2.15,41.81
2021-10-19 18:00:53.800,1,19.99,2.04,44.5
2021-10-19 18:00:58.800,1,18.28,2.08,44.34
2021-10-19 18:01:03.800,1,19.47,2.19,40.84
2021-10-19 18:01:08.800,1,18.62,2.17,42.97
2021-10-19 18:01:13.800,1,15.49,2.06,44.58
2021-10-19 18:01:18.800,1,17.44,2.12,40.67
2021-10-19 18:01:23.800,1,17.9,1.94,44.16
2021-10-19 18:01:28.900,1,17.49,1.88,44.46
2021-10-19 18:01:33.900,1,16.33,1.81,44.11
2021-10-19 18:01:38.900,1,16.99,1.94,44.79
2021-10-19 18:01:43.900,1,18.66,2.02,41.41
2021-10-19 18:01:48.900,1,17.36,1.9,42.27
2021-10-19 18:01:53.900,1,19.49,1.94,43.81
2021-10-19 18:01:58.900,1,17.48,1.96,42.89
2021-10-19 18:02:03.900,1,19.34,2.16,41.47
2021-10-19 18:02:08.900,1,19.02,1.86,43.98
2021-10-19 18:02:13.900,1,19.34,2.03,40.46
2021-10-19 18:02:18.900,1,17.83,2.17,44.7
2021-10-19 18:02:23.900,1,17.75,2.04,42.07
2021-10-19 18:02:28.900,1,19.46,1.83,43.23
2021-10-19 18:02:33.900,1,18.26,2.14,43.07
2021-10-19 18:02:38.900,1,19.37,2.01,40.75
2021-10-19 18:02:43.900,1,17.69,1.99,41.51
2021-10-19 18:02:48.900,1,16.37,1.82,41.04
2021-10-19 18:02:53.900,1,17.0,2.16,41.84
2021-10-19 18:02:58.900,1,18.37,1.85,42.62
2021-10-19 18:03:04.000,1,17.77,2.05,42.23
2021-10-19 18:03:09.000,1,17.25,2.11,44.38
2021-10-19 18:03:14.000,1,16.14,1.93,40.04
2021-10-19 18:03:19.000,1,16.34,2.16,41.9
2021-10-19 18:03:24.000,1,17.78,1.9,42.7
2021-10-19 18:03:29.000,1,17.04,1.86,43.53
2021-10-19 18:03:34.000,1,17.33,1.98,40.84
2021-10-19 18:03:39.000,1,19.99,1.88,44.04
2021-10-19 18:03:44.000,1,19.66,2.15,43.58
2021-10-19 18:03:49.000,1,16.06,1.83,42.56
2021-10-19 18:03:54.000,1,18.16,1.9,44.88
2021-10-19 18:03:59.000,1,18.92,2.19,44.21
2021-10-19 18:04:04.000,1,17.76,2.01,40.15
2021-10-19 18:04:09.000,1,16.76,2.06,41.9
2021-10-19 18:04:14.000,1,17.0,1.92,43.81
2021-10-19 18:04:19.000,1,16.28,2.1,43.58
2021-10-19 18:04:24.000,1,19.88,2.15,40.92
2021-10-19 18:04:29.000,1,19.06,1.83,43.91
2021-10-19 18:04:34.000,1,19.17,1.96,40.5
2021-10-19 18:04:39.000,1,17.07,2.12,43.81
2021-10-19 18:04:44.000,1,16.81,2.17,44.97
2021-10-19 18:04:49.000,1,16.8,2.04,43.32
2021-10-19 18:05:14.200,1,17.32,1.84,43.42
2021-10-19 18:05:19.200,1,17.87,2.21,43.88
2021-10-19 18:05:24.200,1,17.78,1.84,43.88
2021-10-19 18:05:29.200,1,17.8,1.86,44.85
2021-10-19 18:05:34.200,1,15.29,1.87,43.85
2021-10-19 18:05:39.200,1,18.46,1.93,40.22
2021-10-19 18:05:44.200,1,17.05,2.07,41.96
2021-10-19 18:05:49.200,1,17.78,2.11,42.56
2021-10-19 18:05:54.200,1,15.42,2.14,43.52
2021-10-19 18:05:59.200,1,15.05,1.92,42.0
2021-10-19 18:06:04.200,1,17.41,2.05,44.13
2021-10-19 18:06:09.300,1,16.88,2.14,40.74
2021-10-19 18:06:14.300,1,18.13,1.94,42.83
2021-10-19 18:06:19.300,1,19.33,2.07,43.65
2021-10-19 18:06:24.300,1,19.39,1.93,42.8
2021-10-19 18:06:29.300,1,19.63,2.03,43.89
2021-10-19 18:06:34.300,1,19.22,1.87,42.55
2021-10-19 18:06:39.300,1,18.31,2.15,44.24
2021-10-19 18:06:44.300,1,15.21,1.85,41.18
2021-10-19 18:06:49.300,1,17.57,1.89,41.68
2021-10-19 18:06:54.300,1,19.31,2.05,44.52
2021-10-19 18:06:59.300,1,16.24,2.03,41.72
2021-10-19 18:07:04.300,1,19.29,2.1,43.56
2021-10-19 18:07:09.300,1,16.67,1.84,40.13
2021-10-19 18:07:14.300,1,10.57,2.36,40.33
2021-10-19 18:07:19.300,1,16.45,1.82,43.91
2021-10-19 18:07:24.300,1,15.57,2.12,40.66
2021-10-19 18:07:29.300,1,18.47,1.81,41.2
2021-10-19 18:07:34.300,1,17.53,1.97,41.73
2021-10-19 18:07:39.400,1,17.92,2.18,40.01
2021-10-19 18:07:44.400,1,16.48,1.84,42.68
2021-10-19 18:07:49.400,1,16.43,1.97,41.19
2021-10-19 18:07:54.400,1,17.89,2.14,44.15
2021-10-19 18:07:59.400,1,18.67,2.19,43.15
2021-10-19 18:08:04.400,1,15.44,1.93,40.87
2021-10-19 18:08:09.400,1,19.13,1.86,42.22
2021-10-19 18:08:14.400,1,19.06,1.94,41.5
2021-10-19 18:08:19.400,1,17.81,2.19,43.67
2021-10-19 18:08:24.400,1,17.76,2.12,43.86
2021-10-19 18:08:29.400,1,17.5,2.01,41.83
2021-10-19 18:08:34.400,1,16.2,2.19,43.65
2021-10-19 18:08:39.400,1,18.57,1.98,43.67
2021-10-19 18:08:44.400,1,16.75,2.19,42.0
2021-10-19 18:08:49.400,1,18.13,1.83,43.51
2021-10-19 18:08:54.400,1,15.74,1.83,43.37
2021-10-19 18:08:59.400,1,15.65,1.94,41.45
2021-10-19 18:09:04.400,1,18.94,2.02,40.03
2021-10-19 18:09:09.400,1,17.58,1.85,42.74
2021-10-19 18:09:14.400,1,15.32,1.98,41.07
2021-10-19 18:09:19.500,1,17.44,2.14,43.77
2021-10-19 18:09:24.500,1,18.16,2.18,41.61
2021-10-19 18:09:29.500,1,17.72,2.41,44.96
2021-10-19 18:09:34.500,1,17.76,2.09,44.48
2021-10-19 18:09:39.500,1,15.76,2.13,40.37
2021-10-19 18:09:44.500,1,17.25,2.02,41.08
2021-10-19 18:09:49.500,1,15.05,1.85,43.83
2021-10-19 18:09:54.500,1,17.48,1.89,43.88
2021-10-19 18:09:59.500,1,15.38,2.04,40.77
2021-10-19 18:10:04.500,1,17.96,1.81,43.32
2021-10-19 18:10:09.500,1,15.28,1.83,44.53
2021-10-19 18:10:14.500,1,18.55,2.09,44.52
2021-10-19 18:10:19.500,1,18.42,1.94,42.35
2021-10-19 18:10:24.500,1,18.15,2.11,44.23
2021-10-19 18:10:29.500,1,15.12,2.16,42.06
2021-10-19 18:10:34.500,1,19.69,2.08,41.06
2021-10-19 18:10:39.500,1,15.45,2.1,42.59
2021-10-19 18:10:44.600,1,19.82,1.81,43.58
2021-10-19 18:10:49.600,1,17.01,2.1,41.68
2021-10-19 18:10:54.600,1,19.03,2.07,41.33
2021-10-19 18:11:21.800,1,15.48,2.11,43.36
2021-10-19 18:11:26.800,1,17.56,2.09,43.47
2021-10-19 18:11:31.800,1,18.37,2.1,44.71
2021-10-19 18:11:36.800,1,17.24,2.19,44.27
2021-10-19 18:11:41.800,1,18.28,2.02,43.47
2021-10-19 18:11:46.800,1,17.8,1.9,43.42
2021-10-19 18:11:51.800,1,18.49,2.12,42.44
2021-10-19 18:11:56.800,1,17.11,2.01,41.21
2021-10-19 18:12:01.800,1,17.53,1.89,44.36
2021-10-19 18:12:06.800,1,16.38,1.82,40.18
2021-10-19 18:12:11.800,1,18.81,2.09,44.59
2021-10-19 18:12:16.900,1,15.39,2.08,42.81
2021-10-19 18:12:21.900,1,18.03,2.07,40.77
2021-10-19 18:12:26.900,1,19.09,2.05,43.95
2021-10-19 18:12:31.900,1,16.57,1.97,41.19
2021-10-19 18:12:36.900,1,18.0,1.89,44.5
2021-10-19 18:12:41.900,1,19.64,2.15,41.97
2021-10-19 18:12:46.900,1,19.19,1.99,41.62
2021-10-19 18:12:51.900,1,15.1,1.82,43.17
2021-10-19 18:12:56.900,1,17.59,2.08,41.43
2021-10-19 18:13:01.900,1,18.37,1.95,40.8
2021-10-19 18:13:06.900,1,16.49,1.84,44.4
2021-10-19 18:13:11.900,1,15.06,2.05,43.76
2021-10-19 18:13:16.900,1,16.46,1.91,40.59
2021-10-19 18:13:21.900,1,17.59,1.83,42.15
2021-10-19 18:13:26.900,1,15.91,1.85,40.61
2021-10-19 18:13:31.900,1,19.1,1.92,43.32
2021-10-19 18:13:36.900,1,18.33,1.95,40.06
2021-10-19 18:13:41.900,1,15.95,2.0,40.6
2021-10-19 18:13:46.900,1,17.64,1.91,42.56
2021-10-19 18:13:51.900,1,16.35,1.93,43.31
2021-10-19 18:13:56.900,1,18.13,2.15,44.86
2021-10-19 18:14:02.000,1,18.91,2.0,42.12
2021-10-19 18:14:07.000,1,15.47,2.06,43.63
2021-10-19 18:14:12.000,1,15.27,1.91,42.95
2021-10-19 18:14:17.000,1,19.4,1.89,42.15
2021-10-19 18:14:22.000,1,17.05,2.19,44.01
2021-10-19 18:14:27.000,1,17.43,2.16,43.3
2021-10-19 18:14:32.000,1,16.52,2.01,41.3
2021-10-19 18:14:37.000,1,16.38,1.87,41.17
2021-10-19 18:14:42.000,1,17.82,1.9,42.04
2021-10-19 18:14:47.000,1,16.35,2.0,42.59
2021-10-19 18:14:52.000,1,18.04,1.81,41.9
2021-10-19 18:14:57.000,1,15.69,2.17,44.39
2021-10-19 18:15:02.000,1,19.37,2.16,44.07
2021-10-19 18:15:07.000,1,18.84,1.82,41.59
2021-10-19 18:15:12.000,1,19.98,1.97,42.89
2021-10-19 18:15:17.000,1,18.91,1.85,44.35
2021-10-19 18:15:22.000,1,18.92,2.01,40.59
2021-10-19 18:15:27.000,1,15.6,1.95,44.74
2021-10-19 18:15:32.000,1,15.97,1.82,43.29
2021-10-19 18:15:37.000,1,18.95,1.96,44.54
2021-10-19 18:15:42.000,1,15.59,2.18,43.42
2021-10-19 18:15:47.000,1,19.35,2.16,43.26
2021-10-19 18:15:52.000,1,17.08,2.06,43.01
2021-10-19 18:15:57.000,1,18.24,1.82,41.3
2021-10-19 18:16:02.000,1,16.27,1.99,40.38
2021-10-19 18:16:07.000,1,16.08,2.18,41.87
2021-10-19 18:16:12.000,1,17.97,2.15,40.3
2021-10-19 18:16:17.100,1,19.86,2.11,43.3
2021-10-19 18:16:22.100,1,17.91,1.96,43.4
2021-10-19 18:16:27.100,1,15.22,2.02,43.38
2021-10-19 18:16:32.100,1,17.3,2.03,40.06
2021-10-19 18:16:37.100,1,16.77,2.09,42.97
2021-10-19 18:16:42.100,1,17.52,2.14,41.66
2021-10-19 18:16:47.100,1,19.22,2.04,40.62
2021-10-19 18:16:52.100,1,16.57,2.11,41.74
2021-10-19 18:16:57.100,1,18.79,1.87,43.41
2021-10-19 18:17:02.100,1,17.52,1.98,41.55
2021-10-19 18:17:27.200,1,16.43,2.03,43.53
2021-10-19 18:17:32.200,1,17.42,2.01,42.48
2021-10-19 18:17:37.200,1,16.3,2.12,41.11
2021-10-19 18:17:42.200,1,18.1,1.93,42.47
2021-10-19 18:17:47.200,1,15.7,1.95,44.71
2021-10-19 18:17:52.200,1,15.19,1.96,41.8
2021-10-19 18:17:57.200,1,19.87,2.13,41.22
2021-10-19 18:18:02.200,1,18.56,2.02,42.71
2021-10-19 18:18:07.200,1,16.19,2.02,42.87
2021-10-19 18:18:12.200,1,17.27,2.06,43.65
2021-10-19 18:18:17.200,1,15.59,2.06,41.18
2021-10-19 18:18:22.200,1,15.64,1.98,40.8
2021-10-19 18:18:27.300,1,19.07,2.05,43.43
2021-10-19 18:18:32.300,1,17.22,1.95,44.59
2021-10-19 18:18:37.300,1,19.04,1.95,42.53
2021-10-19 18:18:42.300,1,19.59,1.9,43.58
2021-10-19 18:18:47.300,1,16.78,2.1,44.72
2021-10-19 18:18:52.300,1,16.93,2.01,41.28
2021-10-19 18:18:57.300,1,17.16,2.17,43.17
2021-10-19 18:19:02.300,1,15.19,2.14,41.2
2021-10-19 18:19:07.300,1,16.1,2.12,42.72
2021-10-19 18:19:12.300,1,15.97,2.13,43.54
2021-10-19 18:19:17.300,1,19.53,1.97,44.02
2021-10-19 18:19:22.300,1,18.62,2.09,42.91
2021-10-19 18:19:27.300,1,13.05,2.23,43.51
2021-10-19 18:19:32.300,1,16.33,1.94,44.04
2021-10-19 18:19:37.300,1,18.61,1.95,42.1
2021-10-19 18:19:42.300,1,15.67,1.93,43.45
2021-10-19 18:19:47.300,1,15.65,1.96,40.87
2021-10-19 18:19:52.300,1,17.53,1.94,41.75
2021-10-19 18:19:57.300,1,15.14,2.17,41.67
2021-10-19 18:20:02.300,1,15.66,2.1,43.76
2021-10-19 18:20:07.400,1,15.09,2.06,42.78
2021-10-19 18:20:12.400,1,15.96,2.02,41.27
2021-10-19 18:20:17.400,1,15.61,2.19,43.17
2021-10-19 18:20:22.400,1,18.24,1.98,42.92
2021-10-19 18:20:27.400,1,16.67,1.81,40.9
2021-10-19 18:20:32.400,1,16.22,2.07,42.1
2021-10-19 18:20:37.400,1,18.47,2.06,41.69
2021-10-19 18:20:42.400,1,16.24,2.11,41.92
2021-10-19 18:20:47.400,1,13.05,2.23,43.51
2021-10-19 18:20:52.400,1,15.58,2.03,44.79
2021-10-19 18:20:57.400,1,18.77,2.12,41.74
2021-10-19 18:21:02.400,1,17.92,1.81,42.91
2021-10-19 18:21:07.400,1,17.91,2.06,41.01
2021-10-19 18:21:12.400,1,19.87,1.92,41.79
2021-10-19 18:21:17.400,1,17.21,1.89,44.47
2021-10-19 18:21:22.400,1,13.05,2.23,43.51
2021-10-19 18:21:27.400,1,19.39,1.81,43.42
2021-10-19 18:21:32.400,1,18.11,1.96,43.78
2021-10-19 18:21:37.400,1,16.81,1.81,43.45
2021-10-19 18:21:42.400,1,13.05,2.23,43.51
2021-10-19 18:21:47.400,1,18.24,1.94,44.23
2021-10-19 18:21:52.500,1,15.37,1.88,44.53
2021-10-19 18:21:57.500,1,16.07,2.04,41.92
2021-10-19 18:22:02.500,1,16.76,2.17,43.95
2021-10-19 18:22:07.500,1,15.87,2.02,42.1
2021-10-19 18:22:12.500,1,19.56,2.1,43.72
2021-10-19 18:22:17.500,1,16.45,2.15,40.97
2021-10-19 18:22:22.500,1,16.84,1.92,40.89
2021-10-19 18:22:27.500,1,19.15,1.98,41.12
2021-10-19 18:22:32.500,1,17.93,2.03,44.93
2021-10-19 18:22:37.500,1,15.15,1.95,42.28
2021-10-19 18:22:42.500,1,18.99,2.08,42.34
2021-10-19 18:22:47.500,1,18.61,1.83,43.37
2021-10-19 18:22:52.500,1,17.77,1.91,40.14
2021-10-19 18:22:57.500,1,18.51,1.96,42.7
2021-10-19 18:23:02.500,1,16.3,1.84,41.82
2021-10-19 18:23:07.500,1,19.74,2.15,43.37
2021-10-19 18:23:34.900,1,19.01,2.04,43.67
2021-10-19 18:23:40.000,1,15.7,2.08,43.46
2021-10-19 18:23:45.000,1,16.04,1.97,40.77
2021-10-19 18:23:50.000,1,19.9,1.98,41.45
2021-10-19 18:23:55.000,1,16.33,1.91,44.83
2021-10-19 18:24:00.000,1,16.12,1.84,41.23
2021-10-19 18:24:05.000,1,15.12,1.94,42.26
2021-10-19 18:24:10.000,1,16.17,1.87,44.12
2021-10-19 18:24:15.000,1,16.13,1.93,43.52
2021-10-19 18:24:20.000,1,19.44,2.1,43.58
2021-10-19 18:24:25.000,1,19.55,1.84,42.53
2021-10-19 18:24:30.000,1,16.39,1.83,40.09
2021-10-19 18:24:35.000,1,16.12,1.84,40.1
2021-10-19 18:24:40.000,1,16.26,1.84,43.96
2021-10-19 18:24:45.000,1,19.99,1.91,44.27
2021-10-19 18:24:50.000,1,18.38,1.83,41.05
2021-10-19 18:24:55.000,1,17.15,2.19,40.97
2021-10-19 18:25:00.000,1,15.81,2.16,41.63
2021-10-19 18:25:05.000,1,16.06,1.91,41.81
2021-10-19 18:25:10.100,1,18.33,1.9,43.13
2021-10-19 18:25:15.100,1,19.31,2.12,44.94
2021-10-19 18:25:20.100,1,15.64,2.05,43.85
2021-10-19 18:25:25.100,1,16.44,1.99,42.4
2021-10-19 18:25:30.100,1,15.24,1.99,42.0
2021-10-19 18:25:35.100,1,15.71,1.88,42.93
2021-10-19 18:25:40.100,1,16.62,2.11,40.58
2021-10-19 18:25:45.100,1,17.72,1.99,42.68
2021-10-19 18:25:50.100,1,17.72,1.84,41.86
2021-10-19 18:25:55.100,1,19.3,2.13,40.92
2021-10-19 18:26:00.100,1,17.6,1.87,40.62
2021-10-19 18:26:05.100,1,15.63,1.97,44.93
2021-10-19 18:26:10.100,1,17.0,1.95,41.15
2021-10-19 18:26:15.100,1,18.0,1.83,42.17
2021-10-19 18:26:20.100,1,19.51,2.19,41.11
2021-10-19 18:26:25.100,1,18.35,1.95,42.28
2021-10-19 18:26:30.100,1,16.19,2.09,40.28
2021-10-19 18:26:35.100,1,15.17,2.01,41.52
2021-10-19 18:26:40.100,1,17.21,1.96,41.24
2021-10-19 18:26:45.100,1,17.17,1.83,42.7
2021-10-19 18:26:50.100,1,17.62,1.97,42.91
2021-10-19 18:26:55.100,1,16.55,1.87,43.12
2021-10-19 18:27:00.200,1,19.84,1.87,44.06
2021-10-19 18:27:05.200,1,15.82,1.84,40.36
2021-10-19 18:27:10.200,1,17.39,2.18,44.4
2021-10-19 18:27:15.200,1,16.34,1.84,42.31
2021-10-19 18:27:20.200,1,17.69,2.02,42.12
2021-10-19 18:27:25.200,1,18.91,2.09,42.83
2021-10-19 18:27:30.200,1,18.28,1.94,41.34
2021-10-19 18:27:35.200,1,17.45,1.99,40.1
2021-10-19 18:27:40.200,1,17.35,1.88,42.8
2021-10-19 18:27:45.200,1,17.57,2.08,41.1
2021-10-19 18:27:50.200,1,19.06,1.83,40.68
2021-10-19 18:27:55.200,1,19.87,1.86,42.06
2021-10-19 18:28:00.200,1,16.37,2.14,44.99
2021-10-19 18:28:05.200,1,17.61,1.91,42.37
2021-10-19 18:28:10.200,1,19.16,2.01,42.04
2021-10-19 18:28:15.200,1,17.49,1.95,42.66
2021-10-19 18:28:20.200,1,19.34,1.84,43.06
2021-10-19 18:28:25.200,1,18.41,2.19,41.1
2021-10-19 18:28:30.200,1,16.6,1.91,44.16
2021-10-19 18:28:35.300,1,15.84,1.89,43.12
2021-10-19 18:28:40.300,1,17.86,1.99,43.19
2021-10-19 18:28:45.300,1,15.45,2.03,41.4
2021-10-19 18:28:50.300,1,16.22,1.99,43.09
2021-10-19 18:28:55.300,1,17.38,2.14,41.35
2021-10-19 18:29:00.300,1,18.35,2.19,43.66
2021-10-19 18:29:05.300,1,16.7,1.86,40.39
2021-10-19 18:29:10.300,1,15.24,1.91,43.02
2021-10-19 18:29:15.300,1,16.92,2.04,42.18
2021-10-19 18:29:42.900,1,15.95,1.96,43.29
2021-10-19 18:29:47.900,1,15.99,2.14,41.92
2021-10-19 18:29:52.900,1,15.52,1.95,43.11
2021-10-19 18:29:57.900,1,15.4,1.95,40.23
2021-10-19 18:30:02.900,1,17.66,1.93,43.67
2021-10-19 18:30:07.900,1,17.38,1.86,41.99
2021-10-19 18:30:12.900,1,18.87,2.07,43.56
2021-10-19 18:30:17.900,1,19.95,1.92,40.43
